Sr.No,Name,Brand,UnitPrice,DicountPrice,Category,SubCategory,Quantity
2326,Sugar Free Gold Pellets,Sugar Free,285,215,Packaged Food,Personal Care,500 Pellets
2327,Dabur Chyawanprash Awaleha,Dabur,395,312,Packaged Food,Personal Care,950 gm
2328,Dabur Chyawanprash Awaleha,Dabur,220,199,Packaged Food,Personal Care,500 gm
2329,Dabur Chyawanprash Awaleha,Dabur,110,102,Packaged Food,Personal Care,250 gm
2330,Sugar Free Gold Powder,Sugar Free,150,125,Packaged Food,Personal Care,100 gm
2331,Sugar Free Natura Pellets,Sugar Free,190,160,Packaged Food,Personal Care,300 Pellets
2332,Sugar Free Natura Pellets,Sugar Free,300,260,Packaged Food,Personal Care,500 Pellets
2333,Hamdard Roghan Badam Shirin Sweet Almond Oil,Hamdard,220,205,Packaged Food,Personal Care,50 ml
2334,Patanjali Saffron Chyawanprash,Patanjali,280,250,Packaged Food,Personal Care,1 kg
2335,RiteBite Max Protein Daily Choco Almond Bar,RiteBite,70,48,Packaged Food,Personal Care,50 gm
2336,Horlicks Chocolate Delight Flavour,Horlicks,499,349,Packaged Food,Personal Care,2x500gm
2337,Dabur Chyawanprakash Sugarfree,Dabur,440,395,Packaged Food,Personal Care,900 gm
2338,RiteBite Max Protein Daily Choco Berry Bar,RiteBite,70,48,Packaged Food,Personal Care,50 gm
2339,Sugar Free Natura Powder,Sugar Free,150,130,Packaged Food,Personal Care,100 gm
2340,RiteBite Max Protein Daily Choco Classic Bar,RiteBite,65,45,Packaged Food,Personal Care,50 gm
2341,Saffola Immuniveda Chyawanprash,Saffola,525,262,Packaged Food,Personal Care,1.25 kg
2342,Sugar Free Natura Diet Sugar,Sugar Free,240,205,Packaged Food,Personal Care,80 gm
2343,Baidyanath Sugarfree Chyawan-Fit,Baidyanath,225,129,Packaged Food,Personal Care,500 gm
2344,Baidyanath Sugarfree Chyawan-Fit,Baidyanath,395,315,Packaged Food,Personal Care,1 kg
2345,Hamdard Safi Natural Blood Purifier,Safi,230,195,Packaged Food,Personal Care,500 ml
2346,Sugar Free Green Stevia Powder,Sugar Free,170,140,Packaged Food,Personal Care,200 gm
2347,Baidyanath Chyawanprash Special,Baidyanath,190,145,Packaged Food,Personal Care,500 gm
2348,Baidyanath Chyawanprash Special,Baidyanath,349,254,Packaged Food,Personal Care,1 kg
2349,Sugar Free Natura Sweet Drops,Sugar Free,140,126,Packaged Food,Personal Care,200 Drops
2350,RiteBite Sports Snack Bar,RiteBite,45,30,Packaged Food,Personal Care,40 gm
2351,RiteBite Peanut Butter Snack Bar,RiteBite,45,30,Packaged Food,Personal Care,40 gm
2352,Sugar Free Gold Sachets,Sugar Free,44,39,Packaged Food,Personal Care,25 Sachets
2353,Nutrivalue Stevia Leaves - Natural Sweetener,Nutrivalue,150,105,Packaged Food,Personal Care,50 gm
2354,Baidyanath Kesari Kalp,Baidyanath,720,552,Packaged Food,Personal Care,1 kg
2355,Baidyanath Shankha Pushpi Syrup,Baidyanath,110,88,Packaged Food,Personal Care,200 ml
2356,Organic India Chyawanprash,Organic,495,445,Packaged Food,Personal Care,500 gm
2357,Bean To Bark Milk Chocolate - Granola Munch,Bean to Bark,299,149,Packaged Food,Personal Care,110 gm
2358,Bean To Bark Dark Chocolate - Quinoa Crackle,Bean to Bark,299,149,Packaged Food,Personal Care,80 gm
2359,Dhootapapeshwar Shatavari Kalpa Granules,Dhootapapeshwar,285,199,Packaged Food,Personal Care,350 gm
2360,Dhootapapeshwar Shilapravang Special Tablet,Dhootapapeshwar,725,510,Packaged Food,Personal Care,30 U
2361,Dhootapapeshwar Swamala Chywanprash,Dhootapapeshwar,723,578,Packaged Food,Personal Care,500 gm
2362,Dhootapapeshwar Shatavari Kalpa Granules - Elaichi,Dhootapapeshwar,285,228,Packaged Food,Personal Care,350 gm
2363,Knorr Thick Tomato Soup,Knorr,60,40,Packaged Food,Packaged Food,53 gm
2364,Knorr Corn Veg Soup,Knorr,60,44,Packaged Food,Packaged Food,44 gm
2365,Knorr Instant Tomato Chatpata Cup A Soup,Knorr,10,9,Packaged Food,Packaged Food,14 gm
2366,Knorr Manchow Veg Cup-A-Soup,Knorr,10,9,Packaged Food,Packaged Food,12 gm
2367,Knorr Hot & Sour Veg Soup,Knorr,60,40,Packaged Food,Packaged Food,41 gm
2368,Knorr Mixed Vegetable Soup,Knorr,60,40,Packaged Food,Packaged Food,40 gm
2369,Knorr Hot & Sour Veg Cup-A-Soup,Knorr,10,9,Packaged Food,Packaged Food,11 gm
2370,Ching's Manchow Instant Soup,Ching's,10,9,Packaged Food,Packaged Food,15 gm
2371,Ching's Manchow Instant Soup,Ching's,55,40,Packaged Food,Packaged Food,55 gm
2372,Knorr Sweet Corn Chicken Soup,Knorr,60,40,Packaged Food,Packaged Food,42 gm
2373,Knorr Sweet Corn Veg Cup-A-Soup,Knorr,10,9,Packaged Food,Packaged Food,10 gm
2374,Knorr International Shanghai Hot & Sour Chicken Soup,Knorr,75,52,Packaged Food,Packaged Food,36 gm
2375,Knorr International Hong Kong Manchow Noodle Soup,Knorr,70,52,Packaged Food,Packaged Food,46 gm
2376,Ching's Hot & Sour Instant Soup,Ching's,55,39,Packaged Food,Packaged Food,55 gm
2377,Ching's Hot & Sour Instant Soup,Ching's,10,9,Packaged Food,Packaged Food,15 gm
2378,Knorr Mixed Vegetable Cup-A-Soup,Knorr,10,9,Packaged Food,Packaged Food,10 gm
2379,Knorr International Mexican Tomato Corn Soup,Knorr,70,52,Packaged Food,Packaged Food,50 gm
2380,Ching's Mix Veg Instant Soup,Ching's,60,35,Packaged Food,Packaged Food,55 gm
2381,Ching's Sweet Corn Veg Instant Soup,Ching's,60,39,Packaged Food,Packaged Food,55 gm
2382,Chandan Shehanshahi Paan Mix,Chandan,180,90,Packaged Food,Packaged Food,130 gm
2383,Chandan Super Green Mix,Chandan,150,75,Packaged Food,Packaged Food,170 gm
2384,Chandan Regal Rose Mix,Chandan,150,75,Packaged Food,Packaged Food,170 gm
2385,Chandan Parampara Paan Mix,Chandan,180,90,Packaged Food,Packaged Food,140 gm
2386,Satyam Mukhwas Seven Seeds,Satyam,87,73,Packaged Food,Packaged Food,100 gm
2387,Chandan Jeera Goli,Chandan,50,25,Packaged Food,Packaged Food,100 gm
2388,Et-mi Saunf Mukhwas,Et-mi,70,35,Packaged Food,Packaged Food,125 gm
2389,Chandan Elaichi Fennel Mix,Chandan,150,75,Packaged Food,Packaged Food,130 gm
2390,Chandan Coated Fennel Mix,Chandan,150,75,Packaged Food,Packaged Food,180 gm
2391,Chandan Fresh Minty Mix,Chandan,150,75,Packaged Food,Packaged Food,170 gm
2392,Nature's Treat Omega Natural Mix,Nature's Treat,120,60,Packaged Food,Packaged Food,100 gm
2393,Chandan Chatpat Awla,Chandan,105,52,Packaged Food,Packaged Food,60 gm
2394,Chandan Natkhat Imli,Chandan,160,80,Packaged Food,Packaged Food,130 gm
2395,Fisherman's Friend Mint Flavour Lozenges,Fishermans,99,85,Packaged Food,Packaged Food,25 gm
2396,Fresh Watermelon (Tarbooj),Local Brand,60,49,Fruits & Vegetables,Fruits & Vegetables,1 pc
2397,Fresh Pomegranate (Anar),Local Brand,225,175,Fruits & Vegetables,Fruits & Vegetables,4 pcs
2398,Apple Royal Gala (Seb),Local Brand,225,165,Fruits & Vegetables,Fruits & Vegetables,4 Pcs
2399,Fresh Pear (Nashpati),Local Brand,200,160,Fruits & Vegetables,Fruits & Vegetables,4 pcs
2400,Fresh Muskmelon (Kharbooja),Local Brand,60,42,Fruits & Vegetables,Fruits & Vegetables,1 pc
2401,Fresh Banana (Kela) Elaichi,Local Brand,80,62,Fruits & Vegetables,Fruits & Vegetables,6 Pcs
2402,Fresh Orange (Santra) Imported,Local Brand,175,159,Fruits & Vegetables,Fruits & Vegetables,4 pcs
2403,Apple Red Delicious,Apple,180,165,Fruits & Vegetables,Fruits & Vegetables,4 Pcs
2404,Fresh Kiwi,Local Brand,125,89,Fruits & Vegetables,Fruits & Vegetables,3 pcs
2405,Fresh Papaya (Papita),Local Brand,80,59,Fruits & Vegetables,Fruits & Vegetables,1 pc
2406,Fresh Apple Green,Local Brand,250,215,Fruits & Vegetables,Fruits & Vegetables,4 U
2407,Fresh Raw Mango,Local Brand,95,66,Fruits & Vegetables,Fruits & Vegetables,400 gm
2408,Fresh Sweet Lime (Mosambi),Local Brand,65,44,Fruits & Vegetables,Fruits & Vegetables,4 U
2409,Fresh Dragon Fruit (Pitaya),Local Brand,90,69,Fruits & Vegetables,Fruits & Vegetables,1 pc
2410,Fresh Guava (Peru),Local Brand,55,49,Fruits & Vegetables,Fruits & Vegetables,4 U
2411,Fresh Indian Gooseberry (Amla),Local Brand,40,36,Fruits & Vegetables,Fruits & Vegetables,250 gm
2412,Sweet Tamarind (Thailand),Local Brand,125,86,Fruits & Vegetables,Fruits & Vegetables,200 gm
2413,Fresh Apple (Seb) Washington,Local Brand,350,195,Fruits & Vegetables,Fruits & Vegetables,4 pcs
2414,Fresh Sapota (Chikku),Local Brand,125,99,Fruits & Vegetables,Fruits & Vegetables,6 pcs
2415,Robusta Banana (Kela),Local Brand,40,36,Fruits & Vegetables,Fruits & Vegetables,6 Pcs
2416,Raw Banana (Kela) Madras,Local Brand,45,40,Fruits & Vegetables,Fruits & Vegetables,4 pcs
2417,Fresh Pear - Indian,Local Brand,150,110,Fruits & Vegetables,Fruits & Vegetables,4 U
2418,Apple Shimla (Seb),Local Brand,160,115,Fruits & Vegetables,Fruits & Vegetables,4 Pcs
2419,Plum Indian,Malgudi,75,65,Fruits & Vegetables,Fruits & Vegetables,250 gm
2420,Fresh Onion (Pyaaj),Local Brand,90,75,Fruits & Vegetables,Fruits & Vegetables,3 kg
2421,Fresh Onion (Pyaaj),Local Brand,35,26,Fruits & Vegetables,Fruits & Vegetables,1 kg
2422,Fresh Potato (Aloo),Local Brand,100,75,Fruits & Vegetables,Fruits & Vegetables,2 kg
2423,Fresh Potato (Aloo),Local Brand,50,39,Fruits & Vegetables,Fruits & Vegetables,1 kg
2424,Coconut,Local Brand,40,30,Fruits & Vegetables,Fruits & Vegetables,1 U
2425,Garlic (Lahsun),Local Brand,35,19,Fruits & Vegetables,Fruits & Vegetables,200 gm
2426,Fresh Tomato (Tamaatar),Local Brand,35,20,Fruits & Vegetables,Fruits & Vegetables,500 gm
2427,Fresh Lemon (Nimboo),Local Brand,40,29,Fruits & Vegetables,Fruits & Vegetables,5 pcs
2428,Ginger (Adrak),Local Brand,20,18,Fruits & Vegetables,Fruits & Vegetables,200 gm
2429,Fresh Button Mushrooms,Local Brand,60,30,Fruits & Vegetables,Fruits & Vegetables,200 gm
2430,Tender Coconut,Local Brand,75,55,Fruits & Vegetables,Fruits & Vegetables,1 pc
2431,Fresh Cucumber White (Safed Kakdi),Local Brand,40,35,Fruits & Vegetables,Fruits & Vegetables,500 gm
2432,Fresh Lady Finger (Bhendi),Local Brand,60,52,Fruits & Vegetables,Fruits & Vegetables,500 gm
2433,Cauliflower (Ful Gobi),Local Brand,70,59,Fruits & Vegetables,Fruits & Vegetables,500 gm
2434,Fresh Capsicum Green (Shimla Mirch),Local Brand,60,49,Fruits & Vegetables,Fruits & Vegetables,500 gm
2435,Fresh English Carrot (Gajar),Local Brand,60,46,Fruits & Vegetables,Fruits & Vegetables,500 gm
2436,Sweet Potato (Ratala),Local Brand,100,79,Fruits & Vegetables,Fruits & Vegetables,500 gm
2437,Fresh Groundnut (Mungfali),Local Brand,60,44,Fruits & Vegetables,Fruits & Vegetables,250 gm
2438,Malgudi Garlic Peeled,Malgudi,35,26,Fruits & Vegetables,Fruits & Vegetables,100 gm
2439,Sambhar Onion (Madras Onion),Local Brand,70,64,Fruits & Vegetables,Fruits & Vegetables,500 gm
2440,Fresh Avocado,Local Brand,175,112,Fruits & Vegetables,Fruits & Vegetables,1 pc
2441,Fresh Green Chilli (Mirchi),Local Brand,15,13,Fruits & Vegetables,Fruits & Vegetables,100 gm
2442,Bottle Gourd (Dudhi),Local Brand,50,46,Fruits & Vegetables,Fruits & Vegetables,500 gm
2443,Fresh Green Cucumber (Kakdi),Local Brand,40,35,Fruits & Vegetables,Fruits & Vegetables,500 gm
2444,Fresh Brinjal (Bharta Baingan),Local Brand,60,40,Fruits & Vegetables,Fruits & Vegetables,400 gm
2445,Fresh Beetroot (Chukandar),Local Brand,40,35,Fruits & Vegetables,Fruits & Vegetables,500 gm
2446,Cabbage (Patta Gobi),Local Brand,45,40,Fruits & Vegetables,Fruits & Vegetables,500 gm
2447,Fresh Sweet Corn,Local Brand,45,30,Fruits & Vegetables,Fruits & Vegetables,2 pcs
2448,Drumsticks (Shevgyacha Shenga),Local Brand,30,23,Fruits & Vegetables,Fruits & Vegetables,250 gm
2449,Fresh Capsicum Red & Yellow,Local Brand,150,110,Fruits & Vegetables,Fruits & Vegetables,2 U
2450,Fresh Baby Potato (Dum Aloo),Local Brand,30,24,Fruits & Vegetables,Fruits & Vegetables,500 gm
2451,Fresh Elephant Foot Yam (Suran),Local Brand,40,35,Fruits & Vegetables,Fruits & Vegetables,500 gm
2452,Fresh Baby Corn,Local Brand,35,23,Fruits & Vegetables,Fruits & Vegetables,100 gm
2453,Bitter Gourd (Karela),Local Brand,35,29,Fruits & Vegetables,Fruits & Vegetables,300 gm
2454,Fresh Colocasia (Arbi),Local Brand,45,40,Fruits & Vegetables,Fruits & Vegetables,500 gm
2455,French Beans (Faliya),Local Brand,50,44,Fruits & Vegetables,Fruits & Vegetables,250 gm
2456,Fresh Brinjal Round (Kateri Wangi),Local Brand,45,36,Fruits & Vegetables,Fruits & Vegetables,500 gm
2457,Fresh Sponge Gourd (Ghosale),Local Brand,55,38,Fruits & Vegetables,Fruits & Vegetables,400 gm
2458,Fresh Disco Pumpkin (Kaddu/Bhopla),Local Brand,40,34,Fruits & Vegetables,Fruits & Vegetables,1 pc
2459,Fresh Brinjal Small,Local Brand,50,46,Fruits & Vegetables,Fruits & Vegetables,500 gm
2460,Fresh Cluster Beans (Gavar),Local Brand,35,32,Fruits & Vegetables,Fruits & Vegetables,250 gm
2461,Fresh Sprouts Mixed Gram,Local Brand,40,30,Fruits & Vegetables,Fruits & Vegetables,200 gm
2462,Zucchini Green,Local Brand,75,50,Fruits & Vegetables,Fruits & Vegetables,250 gm
2463,Malgudi Fried Rice/Noodles Mix,Malgudi,65,55,Fruits & Vegetables,Fruits & Vegetables,250 gm
2464,Fresh Lemon Grass,Local Brand,30,22,Fruits & Vegetables,Fruits & Vegetables,150 gm
2465,Fresh Cabbage - Red,Local Brand,95,85,Fruits & Vegetables,Fruits & Vegetables,400 gm
2466,Broad Beans (Papadi),Local Brand,45,38,Fruits & Vegetables,Fruits & Vegetables,250 gm
2467,Zucchini Yellow,Local Brand,70,52,Fruits & Vegetables,Fruits & Vegetables,250 gm
2468,Malgudi Sambar Mix,Malgudi,65,49,Fruits & Vegetables,Fruits & Vegetables,250 gm
2469,Malgudi Coconut Chutney,Malgudi,75,49,Fruits & Vegetables,Fruits & Vegetables,200 gm
2470,Malgudi Sugarcane Cubes,Malgudi,55,35,Fruits & Vegetables,Fruits & Vegetables,200 gm
2471,Malgudi Thai Curry Mix Vegetables,Malgudi,135,95,Fruits & Vegetables,Fruits & Vegetables,250 gm
2472,Malgudi Biryani/Pulav Mix,Malgudi,100,62,Fruits & Vegetables,Fruits & Vegetables,250 gm
2473,Fresh Sprouts Moong Green,Local Brand,40,30,Fruits & Vegetables,Fruits & Vegetables,200 gm
2474,Surf Excel Easy Wash Detergent Powder,Surf Excel,730,580,Home & Kitchen,Detergent & Fabric Care,5 kg
2475,Surf Excel Easy Wash Detergent Powder,Surf Excel,146,132,Home & Kitchen,Detergent & Fabric Care,1 kg
2476,Surf Excel Easy Wash Detergent Powder,Surf Excel,73,66,Home & Kitchen,Detergent & Fabric Care,500 gm
2477,Surf Excel Easy Wash Detergent Powder,Surf Excel,230,184,Home & Kitchen,Detergent & Fabric Care,1.5 kg
2478,Tide Plus Detergent Powder Jasmine & Rose,Tide,132,118,Home & Kitchen,Detergent & Fabric Care,1 kg
2479,Tide Plus Detergent Powder Jasmine & Rose,Tide,250,205,Home & Kitchen,Detergent & Fabric Care,2 kg
2480,Tide Plus Detergent Powder Jasmine & Rose,Tide,895,753,Home & Kitchen,Detergent & Fabric Care,6 kg
2481,Ariel Matic Top Load Detergent Washing Powder,Ariel,540,401,Home & Kitchen,Detergent & Fabric Care,2 kg
2482,Ariel Matic Top Load Detergent Washing Powder,Ariel,770,715,Home & Kitchen,Detergent & Fabric Care,3 kg
2483,Ariel Matic Top Load Detergent Washing Powder,Ariel,1300,941,Home & Kitchen,Detergent & Fabric Care,4 kg
2484,Rin Advanced Detergent Powder,Rin,99,92,Home & Kitchen,Detergent & Fabric Care,1 kg
2485,Rin Advanced Detergent Powder,Rin,188,170,Home & Kitchen,Detergent & Fabric Care,2 kg
2486,Rin Advanced Detergent Powder,Rin,690,569,Home & Kitchen,Detergent & Fabric Care,7 Kg
2487,Star Bright Detergent Powder,Star Bright,409,309,Home & Kitchen,Detergent & Fabric Care,5 kg
2488,Star Bright Detergent Powder,Star Bright,165,130,Home & Kitchen,Detergent & Fabric Care,2 kg
2489,Surf Excel Matic Front Load Detergent Powder,Surf Excel,1425,1138,Home & Kitchen,Detergent & Fabric Care,6 kg
2490,Surf Excel Matic Front Load Detergent Powder,Surf Excel,600,474,Home & Kitchen,Detergent & Fabric Care,2 kg
2491,Surf Excel Matic Top Load Detergent Powder,Surf Excel,1325,1049,Home & Kitchen,Detergent & Fabric Care,6 kg
2492,Surf Excel Matic Top Load Detergent Powder,Surf Excel,540,423,Home & Kitchen,Detergent & Fabric Care,2 kg
2493,Ariel Matic Front Load Detergent Washing Powder,Ariel,285,265,Home & Kitchen,Detergent & Fabric Care,1 kg
2494,Ariel Matic Front Load Detergent Washing Powder,Ariel,605,436,Home & Kitchen,Detergent & Fabric Care,2 kg
2495,Ariel Matic Front Load Detergent Washing Powder,Ariel,870,805,Home & Kitchen,Detergent & Fabric Care,3 kg
2496,Ariel Matic Front Load Detergent Washing Powder,Ariel,1380,1149,Home & Kitchen,Detergent & Fabric Care,4 kg
2497,Tide Plus Detergent Powder - Lemon & Mint,Tide,132,122,Home & Kitchen,Detergent & Fabric Care,1 kg
2498,Tide Plus Detergent Powder - Lemon & Mint,Tide,250,205,Home & Kitchen,Detergent & Fabric Care,2 kg
2499,Tide Plus Detergent Powder - Lemon & Mint,Tide,895,800,Home & Kitchen,Detergent & Fabric Care,6 kg
2500,Ariel Complete Detergent Powder,Ariel,360,335,Home & Kitchen,Detergent & Fabric Care,1 kg
2501,Ariel Complete Detergent Powder,Ariel,1370,685,Home & Kitchen,Detergent & Fabric Care,4 Kg
2502,Wheel Green Lemon & Jasmine Detergent Powder,Wheel,71,63,Home & Kitchen,Detergent & Fabric Care,1 kg
2503,Surf Excel Quick Wash Detergent Powder,Surf Excel,240,212,Home & Kitchen,Detergent & Fabric Care,1 kg
2504,Surf Excel Quick Wash Detergent Powder,Surf Excel,500,440,Home & Kitchen,Detergent & Fabric Care,2 kg
2505,Ghadi Detergent Powder,Ghadi,210,166,Home & Kitchen,Detergent & Fabric Care,3 kg
2506,Rin Refresh Lemon & Rose Detergent Powder,Rin,99,86,Home & Kitchen,Detergent & Fabric Care,1 kg
2507,Wheel Active Blue Powder,Wheel,71,62,Home & Kitchen,Detergent & Fabric Care,1 kg
2508,More Light Detergent Powder,More Light,525,262,Home & Kitchen,Detergent & Fabric Care,4 kg
2509,Tide Naturals Detergent Powder Lemon & Chandan,Tide,75,71,Home & Kitchen,Detergent & Fabric Care,800 gm
2510,Vanish Oxi Action Fabric Powder,Vanish,210,189,Home & Kitchen,Detergent & Fabric Care,400 gm
2511,Wipro Safewash Top Load Liquid Detergent Pouch,Wipro Safewash,400,320,Home & Kitchen,Detergent & Fabric Care,2 L
2512,Mr. White Detergent Powder,Mr. White,600,479,Home & Kitchen,Detergent & Fabric Care,5 kg
2513,Henko Stain Champion Oxygen Power Washing Powder,Henko,850,699,Home & Kitchen,Detergent & Fabric Care,5 kg
2514,Wipro Safewash Front Load Liquid Detergent Pouch,Wipro Safewash,480,315,Home & Kitchen,Detergent & Fabric Care,2 L
2515,Ariel Colour Care Detergent,Ariel,360,334,Home & Kitchen,Detergent & Fabric Care,1 kg
2516,Henko Matic Lintelligent Front Load Detergent Washing Powder,Henko,480,375,Home & Kitchen,Detergent & Fabric Care,2 kg
2517,Henko Matic Lintelligent Top Load Powder,Henko,440,359,Home & Kitchen,Detergent & Fabric Care,2 kg
2518,Rin Detergent Bar,Rin,10,9,Home & Kitchen,Detergent & Fabric Care,130 gm
2519,Rin Detergent Bar,Rin,96,88,Home & Kitchen,Detergent & Fabric Care,4x250 gm
2520,Rin Detergent Bar,Rin,142,115,Home & Kitchen,Detergent & Fabric Care,6x250 gm
2521,Surf Excel Detergent Bar,Surf Excel,10,9,Home & Kitchen,Detergent & Fabric Care,80 gm
2522,Surf Excel Detergent Bar,Surf Excel,122,110,Home & Kitchen,Detergent & Fabric Care,4x200 gm
2523,Star Light Detergent Bar,Star Light,10,7,Home & Kitchen,Detergent & Fabric Care,150 gm
2524,Star Light Detergent Bar,Star Light,60,46,Home & Kitchen,Detergent & Fabric Care,4x250 gm
2525,Tide Detergent Bar,Tide,95,84,Home & Kitchen,Detergent & Fabric Care,5x200 gm
2526,Sunlight Detergent Bar,Sunlight,30,27,Home & Kitchen,Detergent & Fabric Care,150 gm
2527,Dhanthak's BB Soap,BB,100,90,Home & Kitchen,Detergent & Fabric Care,600 gm
2528,Ghadi Detergent Cake,Ghadi,22,17,Home & Kitchen,Detergent & Fabric Care,300 gm
2529,Star Light Detergent Bar,Star Light,85,68,Home & Kitchen,Detergent & Fabric Care,6x250 gm
2530,Surf Excel Top Load Matic Liquid,Surf Excel,220,196,Home & Kitchen,Detergent & Fabric Care,1 L
2531,Surf Excel Top Load Matic Liquid,Surf Excel,430,330,Home & Kitchen,Detergent & Fabric Care,2 L
2532,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,245,225,Home & Kitchen,Detergent & Fabric Care,1 L
2533,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,480,380,Home & Kitchen,Detergent & Fabric Care,2 L
2534,Surf Excel Matic Liquid Detergent Front Load Pouch,Surf Excel,425,385,Home & Kitchen,Detergent & Fabric Care,1.8 L
2535,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,58,52,Home & Kitchen,Detergent & Fabric Care,200 ml
2536,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,120,108,Home & Kitchen,Detergent & Fabric Care,430 ml
2537,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,235,190,Home & Kitchen,Detergent & Fabric Care,860 ml
2538,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,415,375,Home & Kitchen,Detergent & Fabric Care,1.6 L
2539,Comfort After Wash Fabric Conditioner - Lily Fresh,Comfort,480,420,Home & Kitchen,Detergent & Fabric Care,2 L
2540,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,480,420,Home & Kitchen,Detergent & Fabric Care,2 L
2541,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,58,53,Home & Kitchen,Detergent & Fabric Care,200 ml
2542,Comfort After Wash Lily Fresh Fabric Conditioner Pouch,Comfort,235,195,Home & Kitchen,Detergent & Fabric Care,860 ml
2543,Rin Ala Fabric Whitener,Rin,85,67,Home & Kitchen,Detergent & Fabric Care,500 ml
2544,Star Light Fabric Whitener,Star Light,60,30,Home & Kitchen,Detergent & Fabric Care,500 ml
2545,Ariel Matic Top Load Liquid Detergent Refill: 2 Litres,Ariel,410,325,Home & Kitchen,Detergent & Fabric Care,2 L
2546,Ariel Matic Front Load Liquid Detergent Refill: 2 Litres,Ariel,465,380,Home & Kitchen,Detergent & Fabric Care,2 L
2547,Genteel Liquid Detergent,Genteel,280,199,Home & Kitchen,Detergent & Fabric Care,1 kg
2548,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,60,55,Home & Kitchen,Detergent & Fabric Care,200 ml
2549,Comfort After Wash Anti Bacterial Fabric Conditioner,Comfort,235,205,Home & Kitchen,Detergent & Fabric Care,860 ml
2550,Vanish Liquid Stain Remover,Vanish,215,199,Home & Kitchen,Detergent & Fabric Care,800 ml
2551,Ariel Matic Front Load Liquid Detergent,Ariel,580,530,Home & Kitchen,Detergent & Fabric Care,2 L
2552,Ariel Matic Front Load Liquid Detergent,Ariel,250,232,Home & Kitchen,Detergent & Fabric Care,1 L
2553,Ariel Matic Top Load Liquid Detergent,Ariel,510,455,Home & Kitchen,Detergent & Fabric Care,2 L
2554,Ariel Matic Top Load Liquid Detergent,Ariel,220,204,Home & Kitchen,Detergent & Fabric Care,1 L
2555,Godrej Ezee Liquid Detergent Bottle + Refill,Ezee,205,190,Home & Kitchen,Detergent & Fabric Care,1 kg
2556,Ujala Supreme Fabric Whitener,Ujala,80,73,Home & Kitchen,Detergent & Fabric Care,250 ml
2557,Revive Liquid Stiffener,Revive,149,138,Home & Kitchen,Detergent & Fabric Care,400 gm
2558,Sof N Fluffy Fabric Conditioner,Sof,220,110,Home & Kitchen,Detergent & Fabric Care,800 ml
2559,Wipro Softouch 2x French Perfume Fabric Conditioner,Wipro,515,404,Home & Kitchen,Detergent & Fabric Care,2 L
2560,Wipro Softouch 2X Royal Perfume Fabric Conditioner,Wipro Softouch,515,404,Home & Kitchen,Detergent & Fabric Care,2 L
2561,Wipro Softouch Fabric Conditioner Ocean Breeze,Wipro,235,185,Home & Kitchen,Detergent & Fabric Care,860 ml
2562,Wipro Softouch Fabric Conditioner Ocean Breeze,Wipro,480,415,Home & Kitchen,Detergent & Fabric Care,2 L
2563,Wipro Softouch Fabric Conditioner Garden Bouquet,Wipro,235,185,Home & Kitchen,Detergent & Fabric Care,860 ml
2564,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,399,344,Home & Kitchen,Cleaners,2 L
2565,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,849,699,Home & Kitchen,Cleaners,5 L
2566,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,350,324,Home & Kitchen,Cleaners,1.8 L
2567,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,103,96,Home & Kitchen,Cleaners,500 ml
2568,Lizol Disinfectant Surface Cleaner - Citrus,Lizol,205,183,Home & Kitchen,Cleaners,1 L
2569,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,210,159,Home & Kitchen,Cleaners,2 L
2570,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,110,89,Home & Kitchen,Cleaners,1 L
2571,Sparkle Disinfectant Floor Cleaner - Citrus,Sparkle,60,49,Home & Kitchen,Cleaners,500 ml
2572,Sunny Premium Green Cleaner,Sunny,220,139,Home & Kitchen,Cleaners,1 L
2573,Phenox Strong Disinfectant Cleaner,Phenox,150,107,Home & Kitchen,Cleaners,1 L
2574,Lizol Disinfectant Surface Cleaner - Floral,Lizol,399,344,Home & Kitchen,Cleaners,2 L
2575,Lizol Disinfectant Surface Cleaner - Floral,Lizol,103,95,Home & Kitchen,Cleaners,500 ml
2576,Lizol Disinfectant Surface Cleaner - Floral,Lizol,350,325,Home & Kitchen,Cleaners,1.8 L
2577,Lizol Disinfectant Surface Cleaner - Floral,Lizol,205,183,Home & Kitchen,Cleaners,1 L
2578,Dettol Antiseptic Liquid,Dettol,127.77,118,Home & Kitchen,Cleaners,250 ml
2579,Dettol Antiseptic Liquid,Dettol,194.6,191,Home & Kitchen,Cleaners,550 ml
2580,Dettol Antiseptic Liquid,Dettol,331.41,308,Home & Kitchen,Cleaners,1 L
